Genes,Gene_type,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
SREK1IP1,0,-0.067551345,0.20421506,-0.0138693955,0.11576758,0.019720862,-0.33233064,-0.1463978,0.40682888,-0.09372778,-0.019415485,-0.16767833,-0.22241683,0.13313088,0.07171812,-0.016031714,-0.12736765,0.055390112,-0.20435217,0.043981455,-0.46770087,0.11817037,0.119317606,0.009190919,-0.0008346304,-0.26670042,0.000790322,-0.16927375,-0.18106917,-0.036330458,0.06830799,0.089319594,0.20414028,0.08216394,0.022485811,-0.23955552,0.30122322,-0.12158931,-0.2574313,-0.08328916,-0.3978717,-0.038093027,-0.18182604,-0.025395863,-0.20879538,0.28979555,-0.20866899,-0.17854698,-0.030849012,0.018037857,0.12073575,0.13553996,-0.1673722,-0.17887379,-0.054426983,-0.12373204,-0.010593964,-0.047366858,-0.12271806,-0.26129922,0.08036071,0.04248354,0.05794878,-0.20306912,-0.10679971,-0.3606727,0.07176534,0.07238195,0.019916225,-0.25029266,0.15598693,-0.15355475,0.003775952,0.0058118924,-0.13474797,0.16738807,0.11716246,-0.033651214,-0.053757694,-0.18985306,0.18548279,-0.045193102,-0.17220603,-0.27052337,0.49880382,-0.036190838,0.104557164,-0.2291643,0.31656623,0.34043697,-0.13671817,0.2337674,-0.015537459,-0.05304496,0.09818097,0.30929413,0.27005935,0.052532684,-0.3374103,0.10584353,0.002136451
CPLANE1,0,-0.052869305,0.19555487,-0.013520182,0.07182065,0.023574036,-0.33683643,-0.13715442,0.43040764,-0.073534355,-0.043936353,-0.15959115,-0.21208535,0.16215137,0.051113516,-0.049011976,-0.11507888,0.010675298,-0.2613995,0.055016655,-0.48139223,0.07481076,0.1169234,0.039472654,-0.018430188,-0.26194906,-0.036140077,-0.18749543,-0.16922006,-0.033105295,0.04196568,0.07330658,0.22535825,0.04542338,0.047109354,-0.25697446,0.3071297,-0.13173363,-0.2393778,-0.07791849,-0.4293469,-0.023105208,-0.20498508,0.007289547,-0.17605305,0.25069088,-0.20228133,-0.14346206,0.00578415,0.040447537,0.17069574,0.15693884,-0.18513855,-0.20374763,-0.038136143,-0.1107234,-0.008144779,-0.026935553,-0.10439215,-0.283218,0.092641436,0.005012129,0.07320533,-0.25621945,-0.14221235,-0.38581416,0.04954647,0.07112259,0.04522457,-0.23877142,0.21035817,-0.17195131,-0.014309112,0.046123426,-0.1617371,0.16190808,0.12593944,-0.007108983,-0.08134283,-0.19060878,0.18516955,-0.047570776,-0.13119577,-0.24351911,0.48987868,-0.089067265,0.12613213,-0.24087821,0.35618436,0.34132755,-0.10616424,0.26915807,0.032405682,-0.08666581,0.08238609,0.35065877,0.2857942,0.007978627,-0.29720542,0.08870689,-0.0235626
TFAM,0,-0.056004323,0.16465199,-0.014308379,0.08062708,-0.005641618,-0.29746497,-0.09877365,0.3378903,-0.07558228,-0.023162866,-0.13760002,-0.16668995,0.11194327,0.062144514,-0.021817202,-0.10306394,0.012619038,-0.19379416,0.035428636,-0.4028239,0.07475348,0.09209792,0.047939748,-0.025986243,-0.217238,-0.019933285,-0.1663366,-0.17618158,-0.03918478,0.053278863,0.05322832,0.17472214,0.052577462,0.027678965,-0.23101637,0.26263887,-0.114053,-0.20368415,-0.08444248,-0.3584124,-0.017080115,-0.15544073,-0.027461655,-0.16215064,0.22043875,-0.16289848,-0.13533355,-0.017551037,0.039406322,0.11467139,0.118128605,-0.16939461,-0.16332087,-0.026835814,-0.11528117,0.0054212827,-0.01886625,-0.1103987,-0.20579715,0.09202556,0.011847862,0.06609339,-0.1865803,-0.12282942,-0.3293027,0.050159395,0.05623869,0.0270261,-0.23783733,0.16069752,-0.15663962,-0.025188517,0.034636915,-0.114506416,0.13523434,0.12092923,-0.014290282,-0.06811052,-0.12778877,0.16350564,-0.07253698,-0.105108455,-0.21366632,0.43287393,-0.06764437,0.0943308,-0.17699757,0.29671076,0.28331277,-0.10711572,0.20134439,-0.0008716209,-0.07158389,0.096382275,0.2841545,0.22791052,0.029218934,-0.26334354,0.08463722,0.0050473115
NWD1,0,-0.042841986,0.19140255,-0.012471042,0.09270547,0.0019346965,-0.32488057,-0.12438417,0.3867286,-0.099682905,-0.038133744,-0.13534226,-0.2019974,0.114261486,0.068488695,-0.02889522,-0.12510467,0.020299725,-0.22472066,0.02791067,-0.4433788,0.07917618,0.11901535,0.038853575,-0.0060929446,-0.23383713,-0.011624606,-0.1857079,-0.1891925,-0.03652611,0.06655869,0.062834576,0.19330217,0.046613343,0.026931075,-0.25532013,0.2965457,-0.11781891,-0.23921344,-0.08608485,-0.41932562,-0.022997877,-0.17467676,-0.029236447,-0.17888467,0.2533819,-0.18065834,-0.1410624,-0.013795386,0.026853826,0.11695921,0.12691486,-0.18293601,-0.17419465,-0.026134633,-0.11315709,0.0010399203,-0.026151463,-0.1292772,-0.23710519,0.09881819,0.018150114,0.08190719,-0.2084656,-0.16772698,-0.3660213,0.046901267,0.061610416,0.030069238,-0.26784837,0.17255121,-0.17043507,-0.03175529,0.050097592,-0.12210237,0.15747556,0.12624449,-0.021355007,-0.06796815,-0.14765954,0.19354044,-0.042176895,-0.1383358,-0.24583714,0.47732884,-0.06126026,0.115904965,-0.20835847,0.34723336,0.31434754,-0.11225172,0.22472617,0.010196391,-0.087291405,0.113886006,0.331658,0.23886772,0.020709438,-0.29100406,0.09871607,-0.017000051
ICAM5,0,-0.04668742,0.14305808,-0.009688466,0.053428918,-0.012568109,-0.26778594,-0.089132205,0.2945891,-0.07216474,-0.032321356,-0.11680064,-0.15632854,0.102418,0.040565453,-0.012797997,-0.10667476,0.023977993,-0.16276884,0.015066416,-0.3514677,0.069421135,0.07255205,0.03805023,-0.015323772,-0.17646514,-0.009169336,-0.13471131,-0.1305915,-0.024792988,0.025873238,0.02835628,0.14831638,0.0344658,0.0074101496,-0.1869474,0.22886674,-0.07162538,-0.17101833,-0.073392704,-0.30500057,-0.031013174,-0.11756264,-0.021741789,-0.12326502,0.19562131,-0.14097139,-0.13370582,-0.010865777,0.030192921,0.10183109,0.109099776,-0.14828372,-0.12428567,-0.023293624,-0.091519244,5.8513386e-05,-0.010820109,-0.10796915,-0.19510944,0.058468632,0.0022448362,0.05920886,-0.14884554,-0.12560734,-0.25734314,0.055449434,0.03810743,0.040470503,-0.2014285,0.13176686,-0.119568296,-0.0111909835,0.035301276,-0.09178261,0.119745776,0.103893496,-0.010328241,-0.050856568,-0.12450357,0.1296542,-0.072195016,-0.09172736,-0.18972027,0.36665872,-0.05810451,0.09318536,-0.14569233,0.25370175,0.2463213,-0.06452539,0.16610654,0.0029942193,-0.05411522,0.06751487,0.22637652,0.18417762,0.03558331,-0.21620008,0.08802874,0.0061453967
LHX2,0,-0.042157993,0.18556163,-0.023122314,0.077181876,-0.004182686,-0.32870612,-0.11077584,0.37412816,-0.094203584,-0.04034365,-0.13674566,-0.20381878,0.13723803,0.06729839,-0.027973562,-0.1327134,0.032281708,-0.22479273,0.0385922,-0.4461508,0.10080619,0.112632416,0.03330359,-0.021393888,-0.24484716,-0.01404372,-0.18252875,-0.18512364,-0.038882695,0.04508484,0.061045624,0.19818825,0.052197963,0.02221497,-0.25738055,0.2857276,-0.10394883,-0.21034229,-0.09582944,-0.39611536,-0.023572195,-0.17089626,-0.02356742,-0.17814897,0.2514761,-0.18057305,-0.15844981,-0.009354207,0.027618283,0.13319133,0.13762076,-0.18908735,-0.18456064,-0.025502024,-0.13363397,-0.013486232,-0.019634562,-0.12959448,-0.24107136,0.08933224,0.0011257391,0.09231756,-0.21774176,-0.14858773,-0.357929,0.07027587,0.05958759,0.032761205,-0.24490058,0.17902185,-0.14762542,-0.026453456,0.041301463,-0.11035699,0.15486008,0.12056694,-0.01902628,-0.075959116,-0.15518226,0.18431446,-0.0708929,-0.12767068,-0.2446664,0.46993455,-0.05980159,0.1104628,-0.1985909,0.32188007,0.3095191,-0.11559121,0.2309739,0.00021429047,-0.07363948,0.10703665,0.30755365,0.23313077,0.036376137,-0.28644973,0.10001061,-0.0060002184
PGAP6,0,-0.0531808,0.16490401,-0.023210827,0.06808645,-0.004267302,-0.3450102,-0.1229337,0.38712364,-0.07611079,-0.01598367,-0.15824874,-0.18473637,0.13295297,0.073119596,-0.027226765,-0.12524994,0.030550227,-0.21485421,0.03720428,-0.46174225,0.0856984,0.11556024,0.04097887,-0.026765238,-0.24574162,-0.016055392,-0.2058378,-0.17460278,-0.032577075,0.058077306,0.052881062,0.19800688,0.051436525,0.021085555,-0.26152667,0.3082614,-0.10341997,-0.22030766,-0.07773225,-0.4147048,-0.022686435,-0.16588937,-0.026225772,-0.17598797,0.25557774,-0.17860657,-0.16120996,-0.007408327,0.027702723,0.13452631,0.13201348,-0.17336391,-0.19303297,-0.03623959,-0.12191228,-0.0058892677,-0.025160488,-0.12513535,-0.23256774,0.1025638,0.004600412,0.09117133,-0.21047658,-0.14186092,-0.35582343,0.06535894,0.05944059,0.018450707,-0.24219938,0.19464739,-0.16487527,-0.028641634,0.016249977,-0.13164112,0.15315916,0.11798605,-0.017789027,-0.08273985,-0.15135281,0.17498225,-0.059463035,-0.13024195,-0.23820512,0.47369304,-0.06599064,0.10537242,-0.20823358,0.32445756,0.31285655,-0.1271576,0.2412303,0.008171066,-0.08376883,0.10553576,0.31257153,0.24040774,0.018044053,-0.27833715,0.09756012,-0.0076381415
TMEM163,0,-0.04267896,0.18644422,-0.014337986,0.074547715,0.004916528,-0.33453724,-0.123904236,0.37878883,-0.090938464,-0.016500648,-0.15715113,-0.17449099,0.12705459,0.061798725,-0.022422016,-0.10670019,0.03479433,-0.21434322,0.028751215,-0.44405144,0.10410142,0.12465101,0.034461435,-0.021054937,-0.24143505,-0.00253316,-0.19722542,-0.18078151,-0.023016326,0.060163565,0.066555314,0.1934442,0.0499671,0.031852826,-0.25160313,0.2873789,-0.12530623,-0.20871046,-0.077677235,-0.39805442,-0.031061951,-0.17581868,-0.015431362,-0.18601777,0.24140124,-0.17282085,-0.1523554,-0.018247124,0.031417217,0.1253694,0.13119856,-0.16975772,-0.1920044,-0.03610127,-0.1254423,0.0033321353,-0.024810998,-0.122958526,-0.23212476,0.10273725,0.018859843,0.08243305,-0.2097529,-0.13232845,-0.36338744,0.0471527,0.05025155,0.023294311,-0.2421268,0.18349102,-0.16224074,-0.033211097,0.029716605,-0.111471325,0.1490242,0.11373846,-0.022399547,-0.07155791,-0.14212243,0.183235,-0.05702781,-0.13341838,-0.23298673,0.46494833,-0.06645818,0.11771604,-0.19632874,0.3245763,0.30214012,-0.12124156,0.22389634,0.008326086,-0.08738654,0.11039635,0.29404172,0.24789457,0.007945629,-0.29013214,0.099358186,-0.01864489
C18orf32,0,-0.051050287,0.16833013,-0.010000637,0.07698522,-0.013497356,-0.32556763,-0.12250522,0.35932317,-0.07538712,-0.02947991,-0.14493631,-0.17398305,0.12249028,0.050774448,-0.022906417,-0.098153256,0.01867953,-0.2123144,0.025654946,-0.4265838,0.08101598,0.10058278,0.047386684,-0.019472003,-0.2354495,-0.008866652,-0.17576076,-0.17371862,-0.027125908,0.053615645,0.04723226,0.18862955,0.042225532,0.033649348,-0.2365512,0.25455052,-0.10909822,-0.22843318,-0.08683487,-0.3842756,-0.022120846,-0.14812051,-0.019645842,-0.1815134,0.25184548,-0.18134904,-0.14104284,-0.009952671,0.03629305,0.12736455,0.12659018,-0.17617054,-0.16897991,-0.024044469,-0.13026173,0.00082416495,-0.014402033,-0.123200625,-0.22194114,0.088408254,0.026747357,0.085195325,-0.21455592,-0.14295153,-0.35642275,0.0401362,0.0585444,0.011773197,-0.24398138,0.16597414,-0.15661992,-0.017671054,0.024221223,-0.103302576,0.13067032,0.12155104,-0.030173073,-0.0649474,-0.13957174,0.18563847,-0.05137521,-0.112361945,-0.21447647,0.44309914,-0.042990234,0.110141,-0.1899634,0.3295913,0.29419243,-0.10149365,0.20031467,0.01606308,-0.088596806,0.113541745,0.308264,0.22796108,0.0065745963,-0.28270626,0.09578143,-0.012457415
TESPA1,0,-0.045395337,0.14978892,-0.025956964,0.070933,-0.016790554,-0.2923705,-0.10984574,0.3451894,-0.06988684,-0.023670616,-0.12154439,-0.15210263,0.119691975,0.054119173,-0.012365699,-0.102512814,0.029761687,-0.19886419,0.01618883,-0.39590997,0.08298831,0.094609775,0.030871501,-0.011929888,-0.20922951,-0.0053564133,-0.16429344,-0.16585246,-0.03451021,0.043999676,0.049007405,0.16614777,0.04448859,0.024631605,-0.23490062,0.26337266,-0.10031722,-0.19336797,-0.07071891,-0.34863898,-0.035925943,-0.13824093,-0.02238719,-0.14880575,0.2215976,-0.14845502,-0.14091147,-0.010881369,0.025242232,0.10210904,0.11895907,-0.16283108,-0.1576873,-0.023557838,-0.10336604,-0.0065379264,-0.02461709,-0.113325514,-0.21217111,0.093435585,-0.0021556057,0.079037875,-0.18514901,-0.13283041,-0.32292303,0.044183623,0.055289887,0.036486246,-0.23235479,0.16807324,-0.14905734,-0.023928214,0.032769978,-0.09910969,0.13568999,0.11631195,-0.02375855,-0.058236673,-0.12909508,0.14674379,-0.047635693,-0.114732064,-0.2111312,0.4193758,-0.06339578,0.08346519,-0.17891414,0.28485876,0.27516901,-0.09916897,0.20703147,0.021501409,-0.080624625,0.08875875,0.27936596,0.21046121,0.029025462,-0.24488968,0.073522635,-0.015524086
NPTXR,0,-0.064346835,0.22070621,-0.015387165,0.094006844,-0.0069835857,-0.3820846,-0.14376506,0.4439842,-0.09164803,-0.029960532,-0.17872088,-0.21677043,0.13258824,0.06730045,-0.026280079,-0.13597213,0.03642657,-0.25538138,0.0349637,-0.49416915,0.09313624,0.12838832,0.036060672,-0.029752284,-0.28341323,-0.008659736,-0.22518757,-0.21549326,-0.045514874,0.06772361,0.055119775,0.23207596,0.043652106,0.016894175,-0.28123665,0.32710916,-0.12988573,-0.2725008,-0.08713689,-0.464011,-0.025352698,-0.18520954,-0.025436772,-0.20782787,0.28607175,-0.21592465,-0.18635046,-0.022542171,0.024878066,0.14696668,0.153852,-0.20998256,-0.18792544,-0.0405306,-0.15048832,0.005614329,-0.0384931,-0.13989381,-0.27210066,0.09607574,0.008042505,0.10118861,-0.2489255,-0.17058733,-0.4155974,0.04882253,0.06381384,0.02921219,-0.28858107,0.1935423,-0.18830386,-0.03194208,0.038437087,-0.13360162,0.16838384,0.13977101,-0.017075766,-0.08160283,-0.16941762,0.20374997,-0.06570954,-0.15154688,-0.2659392,0.5366611,-0.06253337,0.12529561,-0.2436633,0.3634475,0.34865668,-0.14073208,0.25299394,0.017756348,-0.09871229,0.12652527,0.34464157,0.2886071,0.027091425,-0.32769826,0.11041136,-0.00773634
INA,0,-0.05049192,0.16945814,-0.02318959,0.06223741,-0.010921096,-0.28746295,-0.10052216,0.34271628,-0.08638436,-0.02739595,-0.13134034,-0.1620828,0.117481284,0.06235223,-0.02817548,-0.09206824,0.0128819,-0.20102897,0.023034029,-0.40447652,0.07204305,0.091433056,0.018400922,-0.028418854,-0.21491215,-0.015540171,-0.18097323,-0.16919138,-0.029795337,0.060523864,0.047135495,0.18274176,0.04244661,0.014565048,-0.23824586,0.2433639,-0.1107313,-0.20838426,-0.07082667,-0.36117864,-0.032037154,-0.151681,-0.0060567167,-0.16547486,0.22301032,-0.15755904,-0.12822096,0.002656358,0.029460195,0.11409678,0.13208863,-0.15981619,-0.14979813,-0.029790724,-0.12268121,-0.011644928,-0.027723646,-0.10667349,-0.21781845,0.094247185,0.0055510798,0.08741686,-0.20496644,-0.13272762,-0.32937327,0.04194184,0.04275746,0.021955872,-0.22677784,0.15304148,-0.14427093,-0.029915925,0.016517663,-0.10578509,0.13328996,0.11913602,-0.030256733,-0.06201591,-0.14720774,0.1726226,-0.053156335,-0.11993371,-0.21610926,0.4224957,-0.059519008,0.104303464,-0.18518402,0.2886455,0.2646924,-0.11206889,0.1979487,0.008515339,-0.06852934,0.09136394,0.27822787,0.23175073,0.022734879,-0.25127235,0.09410472,-0.013529843
SIL1,0,-0.046685383,0.17959669,-0.023595864,0.07484104,-0.001742881,-0.30718687,-0.09165751,0.37042055,-0.09056037,-0.018811574,-0.14282304,-0.1769931,0.1032169,0.06111714,-0.010521936,-0.09455453,0.010524679,-0.19853415,0.023212949,-0.42759404,0.08205551,0.10712338,0.028429478,-0.02923009,-0.22307369,-0.020111704,-0.18015109,-0.17100476,-0.04402523,0.055464514,0.044007245,0.17377342,0.05106924,0.02975921,-0.23137826,0.24832839,-0.1075805,-0.1954602,-0.07431077,-0.3765426,-0.008418603,-0.15391232,-0.015199493,-0.14654222,0.2340285,-0.1743249,-0.14568141,-0.005993213,0.029793035,0.12403079,0.11607349,-0.16427058,-0.17138602,-0.018581335,-0.11209668,-0.005949271,-0.01361917,-0.11937629,-0.20614704,0.07021848,0.008180157,0.09428368,-0.18520328,-0.14910589,-0.33525676,0.036599126,0.054835502,0.034956954,-0.23487653,0.18281549,-0.14444846,-0.02330415,0.022326866,-0.11581417,0.14315803,0.1287144,-0.016716756,-0.061031368,-0.15190576,0.17269373,-0.056077912,-0.10664717,-0.22021224,0.43876132,-0.046079107,0.09747878,-0.1926749,0.31534576,0.29186088,-0.10900405,0.214149,0.017445514,-0.097324535,0.09919129,0.27886057,0.22934648,0.011455985,-0.2725131,0.082243845,-0.004905766
PLPP4,0,-0.06146526,0.18138318,-0.02272659,0.08909009,-0.0007039072,-0.3585108,-0.13389072,0.39694822,-0.08289969,-0.023545017,-0.1586405,-0.2136875,0.13749431,0.06111225,-0.017355282,-0.13893303,0.02821496,-0.22988634,0.026308239,-0.48442212,0.09220256,0.12996185,0.030245401,-0.022381326,-0.26528412,-0.025478955,-0.18462619,-0.19847313,-0.03507262,0.053848233,0.061475947,0.22401208,0.024899835,0.020967966,-0.25935215,0.29880893,-0.12492583,-0.23199244,-0.09097827,-0.44862583,-0.025093915,-0.19387217,-0.01343454,-0.19304693,0.26364064,-0.20381863,-0.16449587,-0.008420898,0.025198508,0.14288037,0.144088,-0.19830242,-0.18716227,-0.0252877,-0.13890335,0.014090801,-0.022452502,-0.12894201,-0.2506145,0.09211391,0.028637758,0.105826885,-0.23169155,-0.16667782,-0.40393582,0.04642722,0.0592732,0.023472179,-0.26766366,0.19371796,-0.15543474,-0.017491126,0.032649167,-0.12737092,0.16305248,0.124533914,-0.02605699,-0.09130094,-0.17362796,0.18796553,-0.056108057,-0.116662115,-0.24408923,0.5067632,-0.078112125,0.13299736,-0.20694691,0.35821664,0.3376537,-0.10820223,0.25326526,0.0097963745,-0.09107969,0.1313604,0.3384813,0.27289516,0.030536344,-0.30968326,0.10553435,-0.01156261
FAHD2B,0,-0.038847286,0.20352595,-0.024635898,0.08065888,0.0034315393,-0.37137997,-0.13758019,0.3971921,-0.09165721,-0.033868108,-0.16953053,-0.19570348,0.12694438,0.049293216,-0.026544787,-0.12639584,0.029861037,-0.2448817,0.039533656,-0.4899888,0.0968048,0.12850626,0.04092044,-0.0073898835,-0.27255097,-0.0076349434,-0.21929587,-0.1904503,-0.03746782,0.04660475,0.047065075,0.22715598,0.053355068,0.016732516,-0.28230673,0.3020508,-0.13179925,-0.2650084,-0.074384615,-0.43050465,-0.0363328,-0.1827694,-0.030934226,-0.19551852,0.2740848,-0.1807889,-0.18066742,-0.018407801,0.031844694,0.1439741,0.1325498,-0.22369021,-0.17745128,-0.03561177,-0.13137995,-0.016773937,-0.03822703,-0.12880503,-0.26838046,0.08929055,0.012399758,0.08294743,-0.24423906,-0.15230975,-0.39015168,0.07039223,0.05410193,0.037694,-0.26054934,0.1844735,-0.17814931,-0.030757897,0.046464358,-0.12898093,0.16570911,0.13708211,-0.021480972,-0.08196305,-0.16014636,0.18583193,-0.06647232,-0.1359124,-0.27463296,0.5090365,-0.07394489,0.1265301,-0.20115831,0.36316574,0.33881074,-0.1118026,0.25771815,0.022893677,-0.11381827,0.10785233,0.34839207,0.27357414,0.032925963,-0.31235394,0.09715428,-0.019876422
C6,0,-0.05108422,0.19147392,-0.00096599635,0.07153095,-0.022041054,-0.31230915,-0.097211584,0.34763557,-0.07472606,-0.06409182,-0.11847659,-0.18148752,0.116744384,0.050003383,-0.039517563,-0.1259988,0.016445545,-0.21814454,0.0088325655,-0.4157254,0.06786967,0.1024875,0.02097365,-0.01574584,-0.2224332,0.0077720424,-0.16957855,-0.1633358,-0.02602533,0.06778345,0.024404244,0.20352711,0.04329834,0.013946687,-0.2332124,0.2801253,-0.0890585,-0.20739709,-0.07475399,-0.37860593,-0.036063198,-0.16536088,-0.029337483,-0.14983512,0.24887247,-0.15109028,-0.1485755,-0.001800064,0.030925088,0.11970225,0.13621928,-0.18787415,-0.15517901,-0.035132337,-0.10736795,0.0019395986,-0.0033144432,-0.121591076,-0.2183887,0.074829206,-0.0124018965,0.07301457,-0.19130816,-0.1386394,-0.32140306,0.0661236,0.041395508,0.020790815,-0.23308292,0.16071434,-0.14754573,-0.030980209,0.010865835,-0.09718386,0.14846875,0.11201184,-0.009790797,-0.062136855,-0.15226151,0.16642538,-0.051286887,-0.118815854,-0.22370112,0.42685437,-0.08175566,0.10125692,-0.1744282,0.2826228,0.29257432,-0.09014741,0.19913264,0.00050818437,-0.06708883,0.08590783,0.27949592,0.22054724,0.03360148,-0.2544018,0.09812992,0.015092684
EXT2,0,0.011655415,0.1621457,-0.0068560215,0.029121188,-0.0014119748,-0.38770056,-0.14871366,0.4456086,-0.024410013,0.016457727,-0.12614578,-0.18835846,0.21572785,0.05739807,-0.02560117,-0.06754427,0.10439605,-0.254084,-0.05874942,-0.5818344,0.100931704,0.14977862,0.12312597,-0.017306132,-0.2523922,-0.015826479,-0.21540104,-0.18185234,0.014591104,0.07979623,-0.0024099986,0.27744907,0.10035982,-0.06128402,-0.26053974,0.25509426,-0.11226899,-0.19935003,-0.008663356,-0.46767718,-0.018700102,-0.147451,-0.06348285,-0.23002444,0.35091066,-0.2849337,-0.2705249,0.0732249,0.05215874,0.112528645,0.11664277,-0.21466383,-0.24564224,0.02818721,-0.042208683,0.014556482,-0.018899668,-0.23518138,-0.29564637,0.17937414,-0.04923775,0.12094809,-0.2985176,-0.2194543,-0.39013025,0.036245126,-0.05255253,-0.06672264,-0.27853855,0.2117226,-0.2254636,-0.07760725,0.046244085,-0.18815434,0.19982466,0.13938946,0.0042238995,-0.05309689,-0.11360309,0.11721,-0.0812963,-0.14447477,-0.26545286,0.5341926,-0.05844948,0.19486327,-0.24154003,0.40933266,0.30170977,-0.15677571,0.21734008,-0.024910955,-0.16872708,0.05495415,0.36372226,0.26391444,-0.019653175,-0.32593682,0.18037939,-0.03454463
BRINP1,0,-0.034107372,0.15429951,-0.013826658,0.05711838,-0.010110257,-0.3068454,-0.1104615,0.3458794,-0.079397306,-0.03481282,-0.13343662,-0.16320975,0.10256573,0.053625625,-0.020759884,-0.10181257,0.0167514,-0.19977626,0.030446878,-0.40722317,0.079203375,0.095134646,0.045107257,-0.02017242,-0.22000311,-0.011062134,-0.1786494,-0.1688535,-0.028190529,0.045352727,0.05024728,0.17941836,0.045239244,0.010450626,-0.23180762,0.2602814,-0.111390844,-0.19240046,-0.0711663,-0.35711664,-0.02518834,-0.14042667,-0.0118515985,-0.15639809,0.22491471,-0.15394928,-0.14097245,-0.024576295,0.030375918,0.11426984,0.11540991,-0.17098793,-0.14957483,-0.030104281,-0.10178837,0.009556015,-0.017703885,-0.10179024,-0.21884081,0.09196971,-0.0003340666,0.070386246,-0.18970321,-0.12376017,-0.32090044,0.045376007,0.054095354,0.03389888,-0.21304718,0.15072699,-0.147137,-0.02217862,0.029585347,-0.100483716,0.13456525,0.12065008,-0.003975671,-0.05893929,-0.12929697,0.16787526,-0.060779992,-0.12500776,-0.21444412,0.4202314,-0.049877174,0.087692186,-0.17084585,0.3006135,0.26279476,-0.10147493,0.21025723,0.01065276,-0.08168214,0.10092455,0.27834702,0.20762049,0.012480076,-0.23968545,0.09621075,0.0015503814
